filename,text
03-01-07-01-01-01-17.wav, Kids are talking by the door.
03-01-03-02-02-02-17.wav, Dogs are sitting by the door.
03-01-07-02-02-01-17.wav, Dogs are sitting by the door!
03-01-07-02-01-01-17.wav, Kids are talking by the door!
03-01-04-01-01-02-17.wav, Kids are talking by the door.
03-01-01-01-01-02-17.wav, Kids are talking by the door.
03-01-06-02-02-01-17.wav, Dogs are sitting by the door!
03-01-01-01-02-01-17.wav, Dogs are sitting by the door.
03-01-03-01-02-02-17.wav, Dogs are sitting by the door.
03-01-07-01-02-02-17.wav, Dogs are sitting by the door.
03-01-06-02-01-02-17.wav, Kids are talking by the door!
03-01-02-01-01-01-17.wav, Kids are talking by the door.
03-01-05-01-02-01-17.wav, Dogs are sitting by the door.
03-01-06-01-01-01-17.wav, Kids are talking by the door.
03-01-08-01-01-01-17.wav, Kids are talking by the door.
03-01-06-01-02-02-17.wav, Dogs are sitting by the door!
03-01-06-02-01-01-17.wav, Kids are talking by the door!
03-01-04-01-01-01-17.wav, Kids are talking by the door.
03-01-02-01-01-02-17.wav, Kids are talking by the door.
03-01-04-01-02-02-17.wav, Dogs are sitting by the door.
03-01-03-02-01-02-17.wav, Kids are talking by the door!
03-01-04-01-02-01-17.wav, Dogs are sitting by the door.
03-01-05-01-01-01-17.wav, Kids are talking by the door.
03-01-02-02-01-02-17.wav, Kids are talking by the door.
03-01-08-01-01-02-17.wav, Kids are talking by the door!
03-01-08-01-02-01-17.wav, Dogs are sitting by the door.
03-01-03-01-01-01-17.wav, Kids are talking by the door.
03-01-07-02-02-02-17.wav, Dogs are sitting by the door!
03-01-06-01-01-02-17.wav, Kids are talking by the door.
03-01-07-02-01-02-17.wav, Kids are talking by the door!
03-01-08-02-02-01-17.wav, Dogs are sitting by the door!
03-01-04-02-01-02-17.wav, Kids are talking by the door.
03-01-01-01-02-02-17.wav, Dogs are sitting by the door.
03-01-02-02-02-02-17.wav, Dogs are sitting by the door.
03-01-04-02-02-02-17.wav, The dogs are sitting by the door.
03-01-08-01-02-02-05.wav, Dogs are sitting by the door.
03-01-08-02-01-01-05.wav, Kids are talking by the door.
03-01-07-02-02-01-05.wav, Dogs are sitting by the door.
03-01-06-02-01-02-05.wav, Kids are talking by the door!
03-01-02-02-02-01-05.wav, Dogs are sitting by the door.
03-01-08-01-01-01-05.wav, Kids are talking by the door.
03-01-05-02-02-02-05.wav, Dogs are sitting by the door!
03-01-07-01-01-01-05.wav, Kids are talking by the door.
03-01-05-02-01-01-05.wav, Kids are talking by the door!
03-01-05-01-02-01-05.wav, Dogs are sitting by the door.
03-01-05-01-01-02-05.wav, Kids are talking by the door.
03-01-06-01-01-01-05.wav, Kids are talking by the door.
03-01-04-01-01-01-05.wav, Kids are talking by the door.
03-01-03-01-02-01-05.wav, Dogs are sitting by the door.
03-01-08-02-01-02-05.wav, Kids are talking by the door.
03-01-03-02-01-01-05.wav, Kids are talking by the door.
03-01-04-01-02-01-05.wav, Dogs are sitting by the door.
03-01-04-02-02-02-05.wav, Dogs are sitting by the door.
03-01-04-02-01-02-05.wav," Kids, you're talking by the door."
03-01-06-01-02-01-05.wav, Dogs are sitting by the door.
03-01-02-02-01-01-05.wav, Kids are talking by the door.
03-01-01-01-02-02-05.wav, Dogs are sitting by the door.
03-01-03-01-01-01-05.wav, Kids are talking by the door.
03-01-05-01-01-01-05.wav, Kids are talking by the door.
03-01-02-01-01-01-05.wav, Kids are talking by the door.
03-01-07-02-01-02-05.wav, Kids are talking by the door.
03-01-01-01-01-01-05.wav, Kids are talking by the door.
03-01-02-01-02-02-05.wav, Dogs are sitting by the door.
03-01-06-02-01-01-05.wav, Kids are talking by the door!
03-01-06-02-02-01-05.wav, Dogs are sitting by the door.
03-01-08-02-02-02-05.wav, Dogs are sitting by the door.
03-01-03-02-01-02-05.wav, Kids are talking by the door.
03-01-06-01-01-02-05.wav, Kids are talking by the door.
03-01-06-01-02-02-05.wav, Dogs are sitting by the door.
03-01-05-02-02-01-05.wav, Dogs are sitting by the door!
03-01-08-01-01-02-05.wav, Kids are talking by the door.
03-01-03-02-02-01-05.wav, Dogs are sitting by the door.
03-01-01-01-01-02-05.wav, Kids are talking by the door.
03-01-04-01-01-02-05.wav, Kids are talking by the door.
03-01-04-02-01-01-05.wav, Kids are talking by the door.
03-01-07-01-01-02-05.wav, Kids are talking by the door.
03-01-07-01-02-02-05.wav, Dogs are sitting by the door.
03-01-07-02-01-01-05.wav, Kids are talking by the door.
03-01-05-02-01-02-05.wav, Kids are talking by the door!
03-01-03-01-01-02-05.wav, Kids are talking by the door.
03-01-05-01-02-02-05.wav, Dogs are sitting by the door.
03-01-07-01-02-01-05.wav, Dogs are sitting by the door.
03-01-02-01-02-01-05.wav, Dogs are sitting by the door.
03-01-03-01-02-02-05.wav, Dogs are sitting by the door.
03-01-04-02-02-01-05.wav, Talks are sitting by the door.
03-01-02-02-02-02-05.wav, Dogs are sitting by the door.
03-01-01-01-02-01-05.wav, Dogs are sitting by the door.
03-01-07-02-02-02-05.wav, Ah dogs are sitting by the door
03-01-08-01-02-01-05.wav, Dogs are sitting by the door.
03-01-04-01-02-02-05.wav, Dogs are sitting by the door.
03-01-02-01-01-02-05.wav, Kids are talking by the door.
03-01-06-02-02-02-05.wav, Dogs are sitting by the door!
03-01-03-02-02-02-05.wav, Dogs are sitting by the door.
03-01-08-02-02-01-05.wav, Dogs are sitting by the door.
03-01-02-02-01-02-05.wav, Kids are talking by the door.
03-01-03-02-02-01-16.wav, Dogs are sitting by the door.
03-01-07-02-01-02-16.wav, Kids are talking by the door.
03-01-04-02-01-02-16.wav, Kids are talking by the door.
03-01-05-02-01-01-16.wav, Kids are talking by the door!
03-01-05-02-01-02-16.wav, Kids are talking by the door!
03-01-02-02-02-01-16.wav, Dogs are sitting by the door.
03-01-04-02-02-01-16.wav, Dogs are sitting by the door.
03-01-07-02-02-01-16.wav, Dogs are sitting by the door.
03-01-07-01-01-01-16.wav, Kids are talking by the door.
03-01-07-02-02-02-16.wav, Dogs are sitting by the door.
03-01-03-01-02-02-16.wav, Dogs are sitting by the door.
03-01-02-01-01-01-16.wav, Kids are talking by the door.
03-01-07-01-01-02-16.wav, Kids are talking by the door.
03-01-08-02-02-01-16.wav, Dogs are sitting by the door.
03-01-04-02-02-02-16.wav, Dogs are sitting by the door.
03-01-05-01-01-02-16.wav, Kids are talking by the door.
03-01-01-01-01-02-16.wav, Kids are talking by the door.
03-01-01-01-02-01-16.wav, Dogs are sitting by the door.
03-01-06-02-02-01-16.wav, Dogs are sitting by the door!
03-01-05-02-02-02-16.wav, Dogs are sitting by the door.
03-01-07-01-02-01-16.wav, Dogs are sitting by the door.
03-01-05-01-02-02-16.wav, Dogs are sitting by the door.
03-01-06-01-01-01-16.wav, Kids are talking by the door.
03-01-08-01-01-02-16.wav, Kids are talking by the door.
03-01-08-02-01-02-16.wav, Kids are talking by the door.
03-01-06-01-02-02-16.wav, Dogs are sitting by the door.
03-01-03-02-01-01-16.wav, Kids are talking by the door.
03-01-02-02-02-02-16.wav, Dogs are sitting by the door.
03-01-03-02-02-02-16.wav, Dogs are sitting by the door.
03-01-03-01-02-01-16.wav, Dogs are sitting by the door.
03-01-05-01-01-01-16.wav, Kids are talking by the door.
03-01-05-01-02-01-16.wav, Dogs are sitting by the door.
03-01-06-01-01-02-16.wav, Kids are talking by the door.
03-01-03-01-01-01-16.wav, Kids are talking by the door.
03-01-02-01-02-02-16.wav, Dogs are sitting by the door.
03-01-03-01-01-02-16.wav, Kids are talking by the door.
03-01-04-01-02-01-16.wav, Dogs are sitting by the door.
03-01-06-02-01-01-16.wav, Kids are talking by the door!
03-01-08-01-02-01-16.wav, Dogs are sitting by the door.
03-01-08-01-01-01-16.wav, Kids are talking by the door.
03-01-06-02-02-02-16.wav, Dogs are sitting by the door!
03-01-07-02-01-01-16.wav, Kids are talking by the door.
03-01-02-01-01-02-16.wav, Kids are talking by the door.
03-01-02-02-01-01-16.wav, Kids are talking by the door.
03-01-04-02-01-01-16.wav, Kids are talking by the door.
03-01-04-01-01-01-16.wav, Kids are talking by the door.
03-01-04-01-01-02-16.wav, Kids are talking by the door.
03-01-06-01-02-01-16.wav, Dogs are sitting by the door.
03-01-08-02-01-01-16.wav, Kids are talking by the door.
03-01-02-02-01-02-16.wav, Kids are talking by the door.
03-01-04-01-02-02-16.wav, Dogs are sitting by the door.
03-01-01-01-01-01-16.wav, Kids are talking by the door.
03-01-08-02-02-02-16.wav, Dogs are sitting by the door.
03-01-01-01-02-02-16.wav, Dogs are sitting by the door.
03-01-06-02-01-02-16.wav, Kids are talking by the door!
03-01-05-02-02-01-16.wav, Dogs are sitting by the door.
03-01-08-01-02-02-16.wav, Dogs are sitting by the door.
03-01-03-02-01-02-16.wav, Kids are talking by the door.
03-01-07-01-02-02-16.wav, Dogs are sitting by the door.
03-01-02-01-02-01-16.wav, Dogs are sitting by the door.
03-01-02-01-01-01-21.wav, Kids are talking by the door.
03-01-07-02-01-02-21.wav, Kids are talking by the door.
03-01-01-01-01-01-21.wav, Kids are talking by the door.
03-01-06-02-02-01-21.wav, The Huck Dogs are sitting by the door.
03-01-08-01-01-01-21.wav, Kids are talking by the door.
03-01-02-01-01-02-21.wav, Kids are talking by the door.
03-01-06-01-02-01-21.wav, Dogs are sitting behind the door.
03-01-04-01-01-02-21.wav, Kids are talking by the door.
03-01-02-02-01-01-21.wav, Kids are talking by the door.
03-01-04-02-01-02-21.wav, Kids are talking by the door.
03-01-07-01-01-01-21.wav, Kids are talking by the door.
03-01-05-01-02-02-21.wav, Dogs are sitting by the door.
03-01-08-02-01-02-21.wav, Kids are talking by the door.
03-01-08-02-01-01-21.wav, Kids are talking by the door.
03-01-03-01-01-02-21.wav, Kids are talking by the door.
03-01-02-02-02-01-21.wav, Dogs are sitting by the door.
03-01-05-01-02-01-21.wav, Dogs are sitting by the door.
03-01-05-02-01-02-21.wav, Kids are talking by the door!
03-01-08-01-01-02-21.wav, Kids are talking by the door.
03-01-06-02-01-02-21.wav, Kids are talking by the door.
03-01-06-01-01-02-21.wav, Kids are talking by the door.
03-01-05-02-02-01-21.wav, Dogs are sitting by the door.
03-01-03-02-01-02-21.wav, Kids are talking by the door.
03-01-05-02-02-02-21.wav, Dogs are sitting by the door.
03-01-07-02-02-01-21.wav, Dogs are sitting by the door.
03-01-02-02-01-02-21.wav, Kids are talking by the door.
03-01-08-01-02-02-21.wav, Dogs are sitting by the door.
03-01-05-01-01-01-21.wav, Kids are talking by the door.
03-01-04-02-02-02-21.wav, Dogs are sitting by the door.
03-01-03-01-02-01-21.wav, Dogs are sitting by the door.
03-01-04-02-02-01-21.wav, Dogs are sitting by the door.
03-01-08-02-02-01-21.wav, Dogs are sitting by the door.
03-01-07-01-01-02-21.wav, Kids are talking by the door.
03-01-07-01-02-02-21.wav, Dogs are sitting by the door.
03-01-04-02-01-01-21.wav, Kids are talking by the door.
03-01-03-02-01-01-21.wav, Kids are talking by the door.
03-01-06-02-02-02-21.wav, Dogs are sitting by the door.
03-01-08-02-02-02-21.wav, Dogs are sitting by the door.
03-01-05-02-01-01-21.wav, Kids are talking by the door.
03-01-08-01-02-01-21.wav, Dogs are sitting by the door.
03-01-02-01-02-02-21.wav, Dogs are sitting by the door.
03-01-07-01-02-01-21.wav, Dogs are sitting by the door.
03-01-02-01-02-01-21.wav, Dogs are sitting by the door.
03-01-07-02-01-01-21.wav, Kids are talking by the door.
03-01-05-01-01-02-21.wav, Kids are talking by the door.
03-01-06-01-01-01-21.wav, Kids are talking by the door.
03-01-01-01-02-02-21.wav, Dogs are sitting by the door.
03-01-03-01-01-01-21.wav, Kids are talking by the door.
03-01-07-02-02-02-21.wav, Dogs are sitting by the door.
03-01-04-01-02-02-21.wav, Dogs are sitting by the door.
03-01-01-01-02-01-21.wav, Dogs are sitting by the door.
03-01-02-02-02-02-21.wav, Dogs are sitting by the door.
03-01-04-01-02-01-21.wav, Dogs are sitting by the door.
03-01-06-02-01-01-21.wav, Kids are talking by the door.
03-01-03-01-02-02-21.wav, Dogs are sitting by the door.
03-01-03-02-02-02-21.wav, Dogs are sitting by the door.
03-01-04-01-01-01-21.wav, Kids are talking by the door.
03-01-06-01-02-02-21.wav, Dogs are sitting by the door.
03-01-01-01-01-02-21.wav, Kids are talking by the door.
03-01-03-02-02-01-21.wav, Dogs are sitting by the door.
03-01-02-01-02-02-01.wav, Dogs are sitting by the door.
03-01-01-01-01-02-01.wav, Kids are talking by the door.
03-01-04-02-01-02-01.wav, Kids are talking by the door.
03-01-02-02-02-01-01.wav, Dogs are sitting by the door.
03-01-02-01-02-01-01.wav, Dogs are sitting by the door.
03-01-06-01-02-02-01.wav, Dogs are sitting by the door.
03-01-03-02-01-02-01.wav, Kids are talking by the door.
03-01-03-01-02-01-01.wav, Dogs are sitting by the door.
03-01-07-02-01-02-01.wav, Kids are talking by the door.
03-01-05-01-01-02-01.wav, Kids are talking by the door.
03-01-08-01-02-01-01.wav, Dogs are sitting by the door.
03-01-02-01-01-01-01.wav, Kids are talking by the door.
03-01-04-01-01-02-01.wav, Kids are talking by the door.
03-01-04-02-01-01-01.wav, Kids are talking by the door.
03-01-05-02-02-02-01.wav, Dogs are sitting by the door!
03-01-05-01-02-02-01.wav, Dogs are sitting by the door.
03-01-03-01-02-02-01.wav, Dogs are sitting by the door.
03-01-05-02-01-02-01.wav, Kids are talking by the door.
03-01-07-01-01-02-01.wav, Kids are talking by the door.
03-01-03-02-02-01-01.wav, Dogs are sitting by the door.
03-01-06-02-02-01-01.wav, Dogs are sitting by the door.
03-01-08-01-01-02-01.wav, Kids are talking by the door.
03-01-01-01-01-01-01.wav, Kids are talking by the door.
03-01-04-02-02-01-01.wav, Dogs are sitting by the door.
03-01-08-02-01-01-01.wav, Kids are talking by the door.
03-01-03-02-02-02-01.wav, Dogs are sitting by the door.
03-01-06-01-01-01-01.wav, Kids are talking by the door.
03-01-08-02-01-02-01.wav, Kids are talking by the door.
03-01-07-02-02-01-01.wav, Oh dogs are sitting by the door.
03-01-07-02-01-01-01.wav, Kids are talking by the door!
03-01-03-02-01-01-01.wav, Kids are talking by the door.
03-01-03-01-01-01-01.wav, Kids are talking by the door.
03-01-01-01-02-01-01.wav, Dogs are sitting by the door.
03-01-02-01-01-02-01.wav, Kids are talking by the door.
03-01-07-01-02-01-01.wav, Dogs are sitting by the door.
03-01-04-01-02-02-01.wav, Dogs are sitting by the door.
03-01-05-01-01-01-01.wav, Kids are talking by the door.
03-01-08-01-02-02-01.wav, Dogs are sitting by the door.
03-01-05-02-02-01-01.wav, Dogs are sitting by the door.
03-01-08-02-02-02-01.wav, Dogs are sitting by the door.
03-01-06-02-01-01-01.wav, Kids are talking by the door.
03-01-02-02-01-02-01.wav, Kids are talking by the door.
03-01-06-01-02-01-01.wav, Dogs are sitting by the door.
03-01-06-01-01-02-01.wav, Kids are talking by the door.
03-01-07-01-01-01-01.wav, Kids are talking by the door.
03-01-04-01-01-01-01.wav, Kids are talking by the door.
03-01-04-02-02-02-01.wav, Dogs are sitting by the door.
03-01-08-02-02-01-01.wav, Dogs are sitting by the door.
03-01-06-02-01-02-01.wav, Kids are talking by the door.
03-01-04-01-02-01-01.wav, Dogs are sitting by the door.
03-01-02-02-01-01-01.wav, Kids are talking by the door.
03-01-08-01-01-01-01.wav, Kids are talking by the door.
03-01-05-02-01-01-01.wav, Kids are talking by the door!
03-01-02-02-02-02-01.wav, Dogs are sitting by the door.
03-01-01-01-02-02-01.wav, Dogs are sitting by the door.
03-01-07-02-02-02-01.wav, Dogs are sitting by the door.
03-01-05-01-02-01-01.wav, Dogs are sitting by the door.
03-01-07-01-02-02-01.wav, Dogs are sitting by the door.
03-01-03-01-01-02-01.wav, Kids are talking by the door.
03-01-06-02-02-02-01.wav, Dogs are sitting by the door.
03-01-06-02-02-01-11.wav, Dogs are sitting by the door.
03-01-04-01-02-02-11.wav, Dogs are sitting by the door.
03-01-04-02-01-02-11.wav, These kids are talking by the door.
03-01-07-01-02-02-11.wav, Dogs are sitting by the door.
03-01-08-02-02-01-11.wav, Dogs are sitting by the door.
03-01-08-01-01-01-11.wav, Kids are talking by the door.
03-01-05-01-02-01-11.wav, Dogs are sitting by the door.
03-01-02-01-01-02-11.wav, Kids are talking by the door.
03-01-08-01-02-02-11.wav, Dogs are sitting by the door.
03-01-08-02-02-02-11.wav, Dogs are sitting by the door.
03-01-06-02-02-02-11.wav, Dogs are sitting by the door.
03-01-02-02-01-01-11.wav, Kids are talking by the door.
03-01-06-01-02-01-11.wav, Dogs are sitting by the door.
03-01-06-01-01-01-11.wav, Kids are talking by the door.
03-01-03-01-01-01-11.wav, Kids are talking by the door.
03-01-02-02-02-02-11.wav, Dogs are sitting by the door.
03-01-05-02-01-01-11.wav, Kids are talking by the door.
03-01-03-01-01-02-11.wav, Kids are talking by the door.
03-01-08-02-01-01-11.wav, Kids are talking by the door.
03-01-05-01-01-01-11.wav, Kids are talking by the door.
03-01-01-01-01-01-11.wav, Kids are talking by the door.
03-01-02-02-02-01-11.wav, Dogs are sitting by the door.
03-01-07-01-01-01-11.wav, Kids are talking by the door.
03-01-07-02-01-01-11.wav, Kids are talking by the door.
03-01-07-01-01-02-11.wav, Kids are talking by the door.
03-01-06-01-02-02-11.wav, Dogs are sitting by the door.
03-01-08-01-02-01-11.wav, Dogs are sitting by the door.
03-01-05-01-02-02-11.wav, Dogs are sitting by the door.
03-01-04-02-01-01-11.wav, Kids are talking by the door.
03-01-02-01-02-01-11.wav, Dogs are sitting by the door.
03-01-05-01-01-02-11.wav, Kids are talking by the door.
03-01-05-02-02-01-11.wav, Dogs are sitting by the door!
03-01-01-01-02-02-11.wav, Dogs are sitting by the door.
03-01-08-01-01-02-11.wav, Kids are talking by the door.
03-01-04-02-02-01-11.wav, Dogs are sitting by the door.
03-01-04-02-02-02-11.wav, Dogs are sitting by the door.
03-01-03-02-01-01-11.wav, Kids are talking by the door.
03-01-03-02-01-02-11.wav, Kids are talking by the door.
03-01-02-02-01-02-11.wav, Kids are talking by the door.
03-01-01-01-01-02-11.wav, Kids are talking by the door.
03-01-02-01-02-02-11.wav, Dogs are sitting by the door.
03-01-05-02-01-02-11.wav, Kids are talking by the door!
03-01-06-02-01-01-11.wav, Kids are talking by the door.
03-01-03-02-02-02-11.wav, Dogs are sitting by the door.
03-01-02-01-01-01-11.wav, Kids are talking by the door.
03-01-07-02-01-02-11.wav, Kids are talking by the door.
03-01-04-01-02-01-11.wav, Dogs are sitting by the door.
03-01-03-01-02-02-11.wav, Dogs are sitting by the door.
03-01-04-01-01-01-11.wav, Kids are talking by the door.
03-01-01-01-02-01-11.wav, Dogs are sitting by the door.
03-01-06-02-01-02-11.wav, Kids are talking by the door.
03-01-03-01-02-01-11.wav, Dogs are sitting by the door.
03-01-03-02-02-01-11.wav, Dogs are sitting by the door.
03-01-08-02-01-02-11.wav, Kids are talking by the door.
03-01-07-02-02-01-11.wav, Dogs are sitting by the door.
03-01-04-01-01-02-11.wav, Kids are talking by the door.
03-01-07-02-02-02-11.wav, Dogs are sitting by the door.
03-01-07-01-02-01-11.wav, Dogs are sitting by the door.
03-01-05-02-02-02-11.wav, Dogs are sitting by the door!
03-01-06-01-01-02-11.wav, Kids are talking by the door.
03-01-05-01-02-01-20.wav, Dogs are sitting by the door.
03-01-06-02-01-02-20.wav, Kids are talking by the door!
03-01-05-02-02-02-20.wav, Dogs are sitting by the door.
03-01-06-01-01-02-20.wav, Kids are talking by the door.
03-01-04-02-01-01-20.wav, Kids are talking by the door.
03-01-06-01-02-01-20.wav, Dogs are sitting by the door.
03-01-08-02-01-01-20.wav, Kids are talking by the door!
03-01-05-01-01-02-20.wav, Good kids are talking by the door.
03-01-03-01-02-01-20.wav, and dogs are sitting by the door.
03-01-08-02-02-02-20.wav, Dogs are sitting by the door.
03-01-03-02-02-02-20.wav, Dogs are sitting by the door!
03-01-07-01-02-02-20.wav, Dogs are sitting by the door.
03-01-06-01-01-01-20.wav, Kids are talking by the door.
03-01-07-02-01-02-20.wav, Kids are talking by the door.
03-01-08-02-01-02-20.wav, Kids are talking by the door.
03-01-02-02-01-01-20.wav, Kids are talking by the door.
03-01-02-02-02-02-20.wav, Dogs are sitting by the door.
03-01-01-01-02-01-20.wav, Dogs are sitting by the door.
03-01-01-01-01-02-20.wav, Kids are talking by the door.
03-01-03-01-02-02-20.wav, Dogs are sitting by the door.
03-01-02-01-02-01-20.wav, Dogs are sitting by the door.
03-01-04-02-01-02-20.wav, Kids are talking by the door!
03-01-07-01-01-01-20.wav, Kids are talking by the door.
03-01-05-01-02-02-20.wav, Dogs are sitting by the door.
03-01-04-01-02-01-20.wav, Tox is sitting by the door.
03-01-03-02-01-02-20.wav, And kids are talking by the door!
03-01-01-01-01-01-20.wav, Kids are talking by the door.
03-01-06-02-01-01-20.wav, Kids are talking by the door!
03-01-02-01-01-02-20.wav, Kids are talking by the door.
03-01-08-01-02-01-20.wav, Dogs are sitting by the door.
03-01-04-02-02-01-20.wav, Talks are sitting by the door.
03-01-03-01-01-01-20.wav, Kids are talking by the door.
03-01-02-02-01-02-20.wav, Kids are talking by the door.
03-01-04-01-01-01-20.wav, Kids are talking by the door.
03-01-03-02-01-01-20.wav, Kids are talking by the door.
03-01-06-01-02-02-20.wav, Talks are sitting by the door.
03-01-08-01-01-02-20.wav, Kids are talking by the door.
03-01-04-01-01-02-20.wav, Kids are talking by the door.
03-01-01-01-02-02-20.wav, Dogs are sitting by the door.
03-01-05-02-02-01-20.wav, The dogs are sitting by the door!
03-01-07-02-02-01-20.wav, Dogs are sitting by the door.
03-01-07-01-02-01-20.wav, Dogs are sitting by the door.
03-01-05-01-01-01-20.wav, Kids are talking by the door.
03-01-04-02-02-02-20.wav, The dogs are sitting by the door.
03-01-03-02-02-01-20.wav, Dogs are sitting by the door!
03-01-08-01-01-01-20.wav, Kids are talking by the door.
03-01-08-02-02-01-20.wav, Dogs are sitting by the door.
03-01-05-02-01-01-20.wav, Kids are talking by the door.
03-01-03-01-01-02-20.wav, Kids are talking by the door.
03-01-05-02-01-02-20.wav, Kids are talking by the door!
03-01-02-01-02-02-20.wav, Dogs are sitting by the door.
03-01-02-02-02-01-20.wav, Dogs are sitting by the door.
03-01-06-02-02-01-20.wav, Dogs are sitting by the door!
03-01-08-01-02-02-20.wav, Dr. Sitting by the door.
03-01-07-02-02-02-20.wav, Dogs are sitting by the door.
03-01-07-02-01-01-20.wav, Kids are talking by the door.
03-01-04-01-02-02-20.wav, dogs are sitting by the door
03-01-06-02-02-02-20.wav, Dogs are sitting by the door!
03-01-02-01-01-01-20.wav, Kids are talking by the door.
03-01-07-01-01-02-20.wav, Kids are talking by the door.
03-01-02-02-01-02-08.wav, Kids are talking by the door.
03-01-02-01-01-02-08.wav, Kids are talking by the door.
